FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_5,P4_1_1,P4_1_2,P4_1_3,ENT
16190,1,1,0,2,,,,,,,,,,,23
16191,2,1,1,2,,,,,,,,,,,1
16192,2,1,1,1,2,1,1,1,1,1,,2,2,1,7
16193,2,1,1,2,,,,,,,,,,,17
16194,1,0,1,1,2,1,1,2,1,2,1,1,1,1,8
16195,5,2,3,1,2,2,1,1,1,1,,1,2,4,1
16196,5,2,3,1,2,1,1,2,1,1,,1,1,1,1
16197,6,4,2,1,1,2,1,1,1,1,,2,1,1,10
16198,6,3,3,1,2,2,1,2,1,2,9,4,4,4,21
16199,3,1,2,1,1,1,1,2,1,1,,1,2,3,19
16200,5,1,4,1,2,2,2,2,1,2,2,2,2,2,32
16201,1,1,0,2,,,,,,,,,,,32
16202,4,2,2,2,,,,,,,,,,,8
16203,6,3,3,1,2,2,2,2,1,1,,2,2,2,3
16204,1,1,0,2,,,,,,,,,,,2
16205,3,1,2,1,1,1,1,1,1,1,,1,2,1,1
16206,4,3,1,1,2,1,1,2,1,2,1,1,1,1,31
16207,4,3,1,1,2,1,2,1,1,1,,1,1,1,4
16208,4,3,1,1,2,2,1,2,1,1,,1,1,1,16
16209,1,0,1,2,,,,,,,,,,,28
16210,4,1,3,1,2,2,2,2,1,2,1,1,1,1,20
16211,2,1,1,2,,,,,,,,,,,16
16212,5,3,2,1,2,2,2,2,1,2,1,1,1,1,12
16213,1,0,1,2,,,,,,,,,,,28
16214,6,4,2,1,2,1,1,2,1,1,,1,1,2,18
16215,3,2,1,1,2,2,1,2,1,1,,1,1,1,12
16216,4,2,2,1,1,1,1,1,1,1,,2,2,2,30
16217,4,2,2,1,2,1,1,1,1,1,,2,4,3,12
16218,5,1,4,1,1,2,1,2,1,1,,1,1,1,19
16219,6,3,3,1,1,2,1,2,1,1,,1,1,1,17
16220,3,1,2,1,2,2,1,1,1,1,,1,1,2,30
16221,6,2,4,1,1,1,1,2,1,1,,1,1,1,29
16222,1,0,1,2,,,,,,,,,,,26
16223,4,2,2,1,2,2,1,2,1,2,2,1,1,2,31
16224,3,2,1,1,2,2,1,2,2,2,2,1,1,1,31
16225,3,2,1,1,2,1,1,2,2,1,,1,2,1,1
16226,1,0,1,2,,,,,,,,,,,4
16227,4,2,2,1,1,1,1,2,1,1,,1,2,2,32
16228,3,1,2,2,,,,,,,,,,,9
16229,6,2,4,2,,,,,,,,,,,12
16230,2,1,1,2,,,,,,,,,,,17
16231,2,1,1,2,,,,,,,,,,,15
16232,4,2,2,1,2,1,1,2,1,1,,1,1,1,6
16233,2,0,2,2,,,,,,,,,,,6
16234,2,1,1,1,2,2,1,2,1,2,1,3,1,1,4
16235,3,1,2,1,2,2,1,2,2,2,1,1,2,2,21
16236,4,2,2,2,,,,,,,,,,,20
16237,4,3,1,1,2,1,2,1,1,1,,1,1,1,30
16238,3,1,2,1,2,1,1,2,1,1,,2,1,3,20
16239,5,2,3,2,,,,,,,,,,,9
16240,9,3,6,1,1,1,1,2,1,1,,1,1,1,32
16241,5,3,2,2,,,,,,,,,,,5
16242,3,1,2,1,2,1,1,2,1,1,,1,1,2,21
16243,4,1,3,1,2,2,1,2,1,1,,2,2,3,31
16244,6,2,4,1,1,1,2,2,1,1,,1,1,1,20
16245,4,2,2,1,2,1,1,2,1,1,,1,1,1,26
16246,3,1,2,2,,,,,,,,,,,29
16247,4,3,1,1,1,1,1,1,1,1,,1,1,1,9
16248,5,1,4,1,2,2,1,2,1,2,1,1,1,2,20
16249,5,4,1,1,2,2,1,1,1,1,,1,1,1,4
16250,4,3,1,1,2,2,2,2,1,2,1,1,1,1,29
16251,7,2,5,1,2,1,1,2,1,1,,1,1,1,15
16252,3,0,3,2,,,,,,,,,,,16
16253,1,0,1,2,,,,,,,,,,,12
16254,2,1,1,2,,,,,,,,,,,3
16255,2,1,1,1,2,1,1,1,1,1,,3,1,2,31
16256,1,0,1,2,,,,,,,,,,,21
16257,7,4,3,1,2,2,1,2,2,2,1,2,2,2,21
16258,4,2,2,1,2,2,1,2,1,2,2,4,1,1,27
16259,5,3,2,1,2,1,1,2,1,2,1,1,1,1,25
16260,1,1,0,1,2,2,2,2,1,2,1,2,2,2,3
16261,5,2,3,1,2,2,2,2,1,1,,1,1,1,18
16262,1,1,0,2,,,,,,,,,,,7
16263,3,2,1,1,1,1,1,1,1,1,,1,1,1,29
16264,2,2,0,2,,,,,,,,,,,5
16265,4,3,1,1,2,1,1,2,1,1,,1,1,1,17
16266,5,3,2,1,2,1,1,1,1,1,,1,1,1,4
16267,4,1,3,1,2,2,1,2,1,2,1,1,1,1,27
16268,6,4,2,2,,,,,,,,,,,20
16269,1,0,1,2,,,,,,,,,,,21
16270,5,2,3,1,2,2,2,2,2,2,1,1,1,3,17
16271,3,2,1,2,,,,,,,,,,,20
16272,4,2,2,1,1,1,1,2,1,1,,2,2,2,4
16273,3,0,3,1,2,2,1,2,2,2,2,1,1,3,22
16274,2,1,1,2,,,,,,,,,,,21
16275,5,2,3,1,2,2,2,2,1,2,1,1,1,1,15
16276,5,3,2,1,2,1,1,2,1,1,,1,1,1,22
16277,2,1,1,2,,,,,,,,,,,9
16278,2,1,1,2,,,,,,,,,,,11
16279,4,1,3,1,2,2,2,2,1,2,1,1,1,1,4
16280,14,7,7,1,2,2,1,2,1,2,1,1,1,1,19
16281,4,2,2,1,2,2,1,2,1,1,,1,2,2,17
16282,2,0,2,2,,,,,,,,,,,2
16283,3,1,2,1,1,2,2,1,1,1,,1,1,1,17
16284,5,2,3,1,2,2,2,2,1,2,1,1,2,2,21
16285,2,1,1,2,,,,,,,,,,,15
16286,2,1,1,2,,,,,,,,,,,29
16287,2,1,1,2,,,,,,,,,,,13
16288,2,1,1,2,,,,,,,,,,,24
16289,3,1,2,1,1,1,1,2,1,1,,1,1,1,21
16290,1,0,1,2,,,,,,,,,,,21
16291,3,2,1,1,1,2,1,2,1,1,,1,1,1,8
16292,8,3,5,1,2,2,2,2,2,2,1,1,1,1,21
16293,6,3,3,1,2,2,2,2,1,1,,1,1,2,10
16294,4,2,2,1,1,1,1,2,1,1,,1,1,2,4
16295,10,3,7,2,,,,,,,,,,,3
16296,3,1,2,1,2,2,1,2,2,2,2,1,1,1,30
16297,2,1,1,2,,,,,,,,,,,28
16298,4,3,1,1,2,2,1,2,1,2,1,1,1,2,24
16299,5,2,3,2,,,,,,,,,,,32
16300,4,2,2,2,,,,,,,,,,,11
16301,1,1,0,2,,,,,,,,,,,11
16302,2,1,1,2,,,,,,,,,,,20
16303,4,2,2,2,,,,,,,,,,,26
16304,4,2,2,1,1,1,1,2,1,1,,1,2,2,19
16305,5,1,4,2,,,,,,,,,,,2
16306,2,1,1,2,,,,,,,,,,,32
16307,4,2,2,2,,,,,,,,,,,2
16308,3,2,1,1,2,1,1,2,1,1,,1,1,1,26
16309,9,4,5,1,2,2,2,2,2,1,,1,1,1,3
16310,4,3,1,1,2,2,1,1,1,1,,2,2,1,20
16311,3,1,2,1,2,1,1,1,1,1,,3,1,2,12
16312,5,4,1,1,1,1,1,1,1,1,,1,2,1,31
16313,4,3,1,1,2,2,1,1,1,1,,1,1,3,23
16314,2,1,1,2,,,,,,,,,,,10
16315,2,1,1,2,,,,,,,,,,,13
16316,3,1,2,1,1,1,1,2,1,1,,1,2,2,31
16317,3,1,2,1,1,2,2,2,1,1,,1,1,3,12
16318,5,3,2,1,1,1,1,2,1,1,,1,1,1,21
16319,3,2,1,1,1,2,1,2,1,1,,1,1,1,5
16320,4,3,1,1,1,1,1,2,1,1,,1,3,3,8
16321,5,2,3,1,2,1,1,2,1,1,,2,1,1,19
16322,3,2,1,1,2,1,1,2,1,1,,1,2,1,29
16323,5,2,3,1,1,2,1,2,1,1,,1,1,3,8
16324,5,3,2,1,2,1,1,2,1,1,,2,2,2,14
16325,3,2,1,1,2,2,1,2,1,1,,1,1,1,31
16326,2,1,1,2,,,,,,,,,,,26
16327,1,1,0,2,,,,,,,,,,,19
16328,3,2,1,1,1,1,1,1,1,1,,1,1,1,15
16329,2,1,1,2,,,,,,,,,,,7
16330,3,1,2,1,2,2,1,2,1,2,1,1,1,1,16
16331,2,1,1,2,,,,,,,,,,,8
16332,2,1,1,2,,,,,,,,,,,16
16333,3,1,2,1,2,2,2,2,1,1,,1,1,1,7
16334,6,2,4,1,2,2,2,1,1,2,1,1,1,1,18
16335,5,2,3,1,1,2,1,2,1,1,,1,1,1,7
16336,3,2,1,1,2,2,1,2,1,1,,1,1,1,29
16337,2,1,1,2,,,,,,,,,,,3
16338,2,1,1,2,,,,,,,,,,,25
16339,2,1,1,2,,,,,,,,,,,10
16340,6,4,2,1,2,2,2,2,1,1,,2,1,3,13
16341,2,2,0,2,,,,,,,,,,,11
16342,6,3,3,1,2,2,2,1,1,1,,1,1,2,32
16343,6,3,3,1,2,2,2,2,1,1,,1,1,1,31
16344,3,2,1,1,2,2,2,2,1,2,1,1,1,2,7
16345,4,2,2,1,1,1,1,2,1,1,,2,2,4,30
16346,4,0,4,1,2,1,1,1,1,1,,1,1,1,10
16347,4,3,1,1,1,2,2,1,1,2,1,1,1,1,5
16348,3,2,1,2,,,,,,,,,,,30
16349,2,1,1,2,,,,,,,,,,,29
16350,3,2,1,1,2,2,2,2,2,2,1,2,2,2,20
16351,2,1,1,2,,,,,,,,,,,25
16352,2,1,1,2,,,,,,,,,,,14
16353,3,2,1,1,2,2,2,2,1,2,1,1,3,1,26
16354,5,2,3,2,,,,,,,,,,,1
16355,1,1,0,2,,,,,,,,,,,6
16356,4,1,3,1,2,1,1,2,1,1,,1,1,3,6
16357,5,4,1,1,2,2,1,2,1,1,,1,1,4,28
16358,2,1,1,2,,,,,,,,,,,31
16359,5,3,2,1,2,1,1,2,1,1,,1,1,2,30
16360,2,0,2,2,,,,,,,,,,,13
16361,3,2,1,1,1,1,1,1,1,1,,2,2,2,18
16362,3,2,1,1,2,2,2,2,1,2,1,1,1,1,12
16363,3,1,2,1,1,2,1,2,1,1,,1,2,3,18
16364,1,1,0,1,1,1,1,2,1,1,,1,2,2,2
16365,5,2,3,1,1,1,1,1,1,1,,1,1,1,28
16366,3,1,2,1,2,1,1,2,1,1,,1,1,2,21
16367,1,0,1,2,,,,,,,,,,,11
16368,2,1,1,2,,,,,,,,,,,22
16369,3,1,2,2,,,,,,,,,,,19
16370,1,0,1,2,,,,,,,,,,,12
16371,3,1,2,2,,,,,,,,,,,7
16372,3,2,1,2,,,,,,,,,,,15
16373,2,1,1,2,,,,,,,,,,,27
16374,3,1,2,1,2,2,1,2,1,2,2,2,3,2,8
16375,4,3,1,1,1,1,1,2,1,1,,1,2,2,20
16376,4,1,3,1,2,2,1,2,1,2,1,1,2,3,20
16377,4,2,2,1,2,2,1,1,1,1,,1,1,1,10
16378,4,3,1,1,2,2,2,2,2,2,4,9,9,9,12
16379,4,3,1,1,2,2,2,2,1,2,1,1,1,1,27
16380,5,3,2,1,2,2,2,2,1,2,1,1,1,1,20
16381,3,2,1,1,1,1,1,1,1,1,,1,1,1,10
16382,4,1,3,1,2,1,1,1,1,1,,1,1,1,24
16383,3,1,2,1,2,1,1,2,1,1,,1,1,1,10
16384,2,1,1,2,,,,,,,,,,,29
16385,5,2,3,2,,,,,,,,,,,3
16386,5,2,3,1,2,1,1,1,1,1,,1,1,1,16
16387,1,0,1,2,,,,,,,,,,,13
16388,4,2,2,1,1,1,1,2,1,1,,1,2,4,20
16389,2,0,2,2,,,,,,,,,,,29
16390,4,2,2,1,2,2,1,2,1,2,1,1,1,1,22
16391,6,3,3,1,2,2,1,2,1,2,1,1,1,1,30
16392,3,1,2,1,2,1,1,2,1,1,,1,1,2,11
16393,2,1,1,2,,,,,,,,,,,23
16394,7,5,2,1,1,1,1,1,1,1,,1,1,1,24
16395,4,2,2,2,,,,,,,,,,,13
16396,3,2,1,1,2,1,1,1,1,1,,1,1,1,6
16397,2,0,2,2,,,,,,,,,,,20
16398,4,2,2,1,2,2,1,1,1,1,,1,1,1,22
16399,4,2,2,1,2,2,1,2,1,1,,1,1,1,22
16400,2,1,1,2,,,,,,,,,,,19
16401,7,4,3,1,2,2,2,2,1,2,1,1,1,1,3
16402,3,0,3,1,2,2,1,2,1,1,,1,1,1,7
16403,3,1,2,1,1,2,2,1,1,1,,1,2,1,21
16404,6,2,4,1,2,2,1,2,1,2,1,2,1,2,10
16405,5,1,4,1,1,1,1,2,1,1,,1,1,1,31
16406,1,1,0,2,,,,,,,,,,,6
16407,4,1,3,1,2,2,2,2,1,2,1,1,1,2,18
16408,2,0,2,1,2,2,1,1,1,1,,1,1,1,6
16409,1,1,0,2,,,,,,,,,,,2
16410,1,1,0,2,,,,,,,,,,,30
16411,4,2,2,1,2,1,1,1,1,1,,3,2,4,7
16412,1,1,0,2,,,,,,,,,,,26
16413,2,1,1,2,,,,,,,,,,,17
16414,1,0,1,2,,,,,,,,,,,20
16415,2,1,1,2,,,,,,,,,,,21
16416,2,2,0,2,,,,,,,,,,,13
16417,5,2,3,1,1,1,1,2,1,1,,1,1,1,20
16418,5,3,2,1,2,2,1,2,1,2,1,1,3,3,28
16419,3,1,2,1,2,1,1,2,1,1,,1,1,2,24
16420,2,1,1,2,,,,,,,,,,,26
16421,5,1,4,1,2,2,2,2,1,1,,1,1,1,13
16422,5,3,2,1,2,2,1,2,1,1,,4,1,2,10
16423,3,2,1,2,,,,,,,,,,,6
16424,7,4,3,1,1,1,1,2,1,1,,2,2,2,29
16425,2,1,1,2,,,,,,,,,,,6
16426,3,2,1,1,1,2,1,2,1,1,,2,1,2,28
16427,3,2,1,2,,,,,,,,,,,18
16428,4,1,3,1,2,2,2,2,2,2,2,1,1,1,14
16429,2,1,1,2,,,,,,,,,,,19
16430,5,2,3,1,2,2,1,2,1,2,6,1,1,1,28
16431,2,1,1,1,2,1,1,2,2,1,,3,1,3,7
16432,5,2,3,1,2,2,1,2,1,2,1,1,1,2,24
16433,4,2,2,1,2,1,1,1,1,1,,1,1,2,2
16434,2,1,1,2,,,,,,,,,,,11
16435,1,1,0,2,,,,,,,,,,,24
16436,2,1,1,2,,,,,,,,,,,8
16437,4,1,3,1,1,1,1,1,1,1,,1,2,3,2
16438,4,2,2,1,2,1,1,1,1,1,,1,3,4,26
16439,1,0,1,2,,,,,,,,,,,7
16440,5,4,1,1,2,2,1,2,1,2,1,1,1,1,18
16441,5,1,4,1,2,1,1,2,1,1,,1,1,1,10
16442,1,1,0,2,,,,,,,,,,,22
16443,1,1,0,2,,,,,,,,,,,26
16444,2,1,1,2,,,,,,,,,,,28
16445,2,1,1,2,,,,,,,,,,,12
16446,4,3,1,2,,,,,,,,,,,13
16447,2,1,1,2,,,,,,,,,,,27
16448,3,1,2,1,2,2,1,1,1,2,1,1,1,1,10
16449,4,3,1,1,1,2,1,2,1,1,,1,1,1,23
16450,3,1,2,1,2,1,1,1,1,1,,1,1,1,1
16451,6,2,4,1,1,2,1,2,1,1,,1,2,2,23
16452,3,0,3,1,2,2,1,2,1,1,,1,1,1,32
16453,3,1,2,1,2,1,1,2,1,1,,3,3,1,8
16454,4,2,2,1,2,2,1,2,1,1,,1,1,1,11
16455,5,2,3,1,2,2,1,2,1,2,1,1,1,1,2
16456,6,4,2,2,,,,,,,,,,,26
16457,3,1,2,2,,,,,,,,,,,20
16458,2,1,1,2,,,,,,,,,,,4
16459,1,1,0,2,,,,,,,,,,,30
16460,6,2,4,1,2,2,1,2,1,2,1,1,1,1,7
16461,4,2,2,1,1,2,1,2,1,1,,1,2,2,32
16462,3,2,1,2,,,,,,,,,,,30
16463,2,1,1,1,2,2,1,2,1,2,1,1,1,1,32
16464,5,2,3,1,2,2,2,1,1,1,,2,3,2,5
16465,12,5,7,1,2,2,1,2,2,2,1,1,1,1,19
16466,3,2,1,1,1,2,1,1,1,1,,1,1,1,12
16467,5,2,3,1,2,1,1,2,1,1,,1,1,1,15
16468,7,3,4,1,2,2,2,2,1,2,1,1,1,1,29
16469,8,5,3,1,2,2,1,2,1,2,1,1,1,1,10
16470,4,2,2,1,2,2,1,2,1,1,,1,1,2,6
16471,3,2,1,1,2,1,1,1,1,1,,1,1,3,25
16472,2,1,1,2,,,,,,,,,,,14
16473,3,2,1,2,,,,,,,,,,,24
16474,5,4,1,1,2,2,2,2,1,2,1,1,1,1,18
16475,3,2,1,1,2,1,1,2,1,2,7,1,1,1,21
16476,5,2,3,1,2,2,2,2,1,2,1,2,2,1,8
16477,3,2,1,2,,,,,,,,,,,8
16478,4,1,3,1,2,1,1,1,1,1,,1,1,1,3
16479,5,1,4,1,2,2,1,2,1,2,1,1,2,1,29
16480,1,0,1,2,,,,,,,,,,,27
16481,2,1,1,2,,,,,,,,,,,18
16482,2,1,1,2,,,,,,,,,,,8
16483,2,1,1,2,,,,,,,,,,,5
16484,5,0,5,1,2,2,1,2,1,2,8,1,1,1,21
16485,4,3,1,1,2,1,1,2,1,1,,1,1,1,21
16486,5,3,2,1,2,2,1,1,1,2,6,1,1,1,10
16487,3,2,1,1,2,2,2,2,1,2,1,1,1,1,20
16488,2,1,1,2,,,,,,,,,,,17
16489,3,2,1,2,,,,,,,,,,,21
16490,4,2,2,1,2,1,1,1,1,1,,1,1,1,15
16491,5,4,1,2,,,,,,,,,,,17
16492,3,2,1,1,2,2,1,2,1,2,1,1,1,1,5
16493,4,2,2,1,2,2,1,2,1,1,,1,1,1,30
16494,3,1,2,1,1,1,1,2,1,1,,1,1,1,6
16495,3,1,2,1,2,2,2,2,1,2,1,2,2,3,11
16496,4,2,2,2,,,,,,,,,,,8
16497,3,1,2,2,,,,,,,,,,,30
16498,2,0,2,2,,,,,,,,,,,7
16499,3,1,2,1,2,2,1,2,1,2,1,2,1,2,24
16500,5,3,2,1,2,2,1,2,1,1,,1,1,1,9
16501,2,0,2,2,,,,,,,,,,,12
16502,4,3,1,1,2,2,1,2,1,2,1,1,1,2,30
16503,4,2,2,1,1,1,1,2,1,1,,1,1,1,10
16504,1,0,1,2,,,,,,,,,,,22
16505,1,1,0,2,,,,,,,,,,,7
16506,2,1,1,2,,,,,,,,,,,27
16507,1,1,0,2,,,,,,,,,,,2
16508,3,0,3,1,2,1,1,1,1,1,,1,1,3,15
16509,5,3,2,1,1,2,1,2,1,1,,1,2,1,21
16510,4,2,2,1,2,2,2,2,1,2,1,1,1,1,15
16511,2,1,1,2,,,,,,,,,,,3
16512,1,1,0,2,,,,,,,,,,,15
16513,3,2,1,1,2,2,1,2,1,2,2,2,1,3,31
16514,4,2,2,1,1,2,1,2,1,1,,1,3,2,13
16515,4,3,1,1,2,1,2,2,2,1,,1,2,2,27
16516,2,1,1,2,,,,,,,,,,,20
16517,4,1,3,1,2,2,2,2,1,2,1,1,1,1,15
16518,3,1,2,2,,,,,,,,,,,12
16519,2,1,1,2,,,,,,,,,,,2
16520,2,1,1,2,,,,,,,,,,,10
16521,1,1,0,2,,,,,,,,,,,6
16522,3,2,1,1,2,2,2,2,2,2,1,3,2,4,9
16523,6,3,3,1,2,2,2,2,1,1,,2,2,1,21
16524,4,2,2,2,,,,,,,,,,,1
16525,2,1,1,2,,,,,,,,,,,5
16526,2,2,0,1,2,2,2,2,1,1,,1,1,1,2
16527,7,4,3,1,1,1,1,2,1,1,,2,1,2,32
16528,4,2,2,1,1,2,2,2,1,1,,3,1,1,13
16529,1,1,0,2,,,,,,,,,,,10
16530,6,3,3,1,2,1,2,2,1,1,,2,1,2,29
16531,5,2,3,1,1,1,1,1,1,1,,1,1,1,19
16532,4,3,1,1,2,2,1,2,1,2,1,1,1,3,7
16533,4,2,2,1,2,2,1,1,1,2,8,1,1,1,27
16534,2,1,1,2,,,,,,,,,,,10
16535,4,2,2,2,,,,,,,,,,,13
16536,2,1,1,2,,,,,,,,,,,18
16537,1,0,1,1,2,1,1,2,1,1,,1,4,1,32
16538,5,3,2,1,1,1,1,2,1,1,,1,1,1,19
16539,4,2,2,1,1,1,1,1,1,1,,1,1,1,3
16540,5,4,1,1,1,1,1,2,1,1,,1,1,1,10
16541,4,2,2,1,1,1,1,2,1,1,,1,1,1,29
16542,2,1,1,1,2,1,1,2,1,1,,1,1,1,8
16543,3,1,2,1,2,1,1,2,1,1,,1,1,1,4
16544,3,2,1,2,,,,,,,,,,,24
16545,2,0,2,1,1,2,1,2,1,1,,2,2,2,27
16546,4,1,3,1,2,2,2,2,1,2,1,1,1,1,20
16547,6,2,4,1,2,1,1,2,1,1,,1,2,2,25
16548,8,4,4,1,2,2,2,2,1,2,1,1,1,1,17
16549,5,4,1,1,2,1,1,2,1,1,,2,2,1,19
16550,4,2,2,1,1,1,1,1,1,1,,1,3,2,26
16551,3,2,1,1,2,2,2,2,1,1,,1,1,1,10
16552,3,2,1,1,2,2,2,2,1,2,2,1,1,3,30
16553,2,1,1,2,,,,,,,,,,,32
16554,3,0,3,1,2,2,2,2,1,2,1,1,3,1,13
16555,3,1,2,1,2,2,1,2,1,1,,1,1,1,5
16556,5,3,2,1,2,2,1,2,1,2,1,1,1,1,2
16557,4,2,2,1,2,1,2,2,1,1,,1,2,2,4
16558,7,1,6,1,2,1,1,2,1,1,,3,3,3,29
16559,1,1,0,2,,,,,,,,,,,18
16560,3,2,1,1,1,1,1,1,1,1,,1,1,1,13
16561,6,1,5,1,2,2,2,1,1,1,,1,1,4,20
16562,1,0,1,2,,,,,,,,,,,13
16563,4,1,3,1,2,2,1,2,1,2,1,1,1,1,30
16564,4,2,2,1,2,2,2,2,1,2,7,2,3,9,17
16565,3,2,1,2,,,,,,,,,,,18
16566,5,3,2,1,2,2,1,2,1,2,1,1,1,3,11
16567,3,2,1,1,2,2,1,1,1,1,,1,1,1,28
16568,2,1,1,2,,,,,,,,,,,10
16569,4,2,2,1,1,2,1,2,1,1,,1,1,1,21
16570,3,1,2,2,,,,,,,,,,,21
16571,3,2,1,2,,,,,,,,,,,13
16572,4,2,2,1,2,1,1,2,1,1,,2,1,2,22
16573,2,1,1,1,2,1,1,1,1,1,,1,1,1,4
16574,2,1,1,2,,,,,,,,,,,8
16575,5,0,5,1,2,1,2,1,2,1,,1,1,1,10
16576,6,3,3,1,2,2,1,2,1,1,,2,2,1,20
16577,3,1,2,1,2,2,2,1,1,1,,1,1,1,18
16578,2,1,1,2,,,,,,,,,,,9
16579,7,3,4,1,2,2,1,2,1,2,6,2,2,2,13
16580,2,1,1,2,,,,,,,,,,,32
16581,7,2,5,1,2,2,2,2,1,1,,1,1,1,21
16582,4,3,1,1,2,2,1,1,1,1,,2,2,1,29
16583,3,1,2,1,2,2,2,2,1,2,1,1,1,1,10
16584,4,1,3,1,2,2,1,1,1,2,2,2,1,2,5
16585,2,1,1,2,,,,,,,,,,,14
16586,4,2,2,1,1,2,1,2,1,1,,1,1,2,19
16587,2,1,1,2,,,,,,,,,,,5
16588,4,1,3,1,2,2,1,2,1,1,,1,2,1,13
16589,2,1,1,2,,,,,,,,,,,9
16590,1,1,0,2,,,,,,,,,,,32
16591,5,4,1,2,,,,,,,,,,,32
16592,3,1,2,1,1,2,1,2,1,1,,1,1,1,12
16593,6,3,3,1,2,2,1,2,1,2,1,1,2,2,25
16594,3,2,1,1,2,1,1,2,1,1,,1,1,1,15
16595,4,3,1,1,2,2,1,2,1,1,,1,1,1,8
16596,1,0,1,2,,,,,,,,,,,27
16597,2,1,1,2,,,,,,,,,,,19
16598,5,3,2,1,2,2,1,1,1,1,,4,3,3,25
16599,5,4,1,1,2,1,1,2,1,1,,1,1,2,22
16600,4,3,1,1,2,1,1,1,1,1,,1,1,1,6
16601,4,1,3,1,1,1,1,2,1,1,,1,1,2,17
16602,3,2,1,1,1,1,1,2,1,1,,1,1,1,26
16603,5,2,3,1,2,1,1,2,1,1,,1,1,1,27
16604,1,1,0,2,,,,,,,,,,,32
16605,5,3,2,1,2,2,1,2,1,1,,1,1,2,28
16606,2,1,1,1,2,2,2,2,2,2,2,3,3,3,14
16607,3,2,1,2,,,,,,,,,,,17
16608,6,3,3,1,2,2,1,1,1,1,,1,2,2,4
16609,2,1,1,2,,,,,,,,,,,26
16610,1,0,1,2,,,,,,,,,,,18
16611,6,0,6,2,,,,,,,,,,,1
16612,6,2,4,1,1,1,1,2,1,1,,2,1,4,20
16613,2,1,1,2,,,,,,,,,,,31
16614,5,2,3,1,1,2,1,2,1,1,,1,1,1,2
16615,1,0,1,2,,,,,,,,,,,12
16616,5,1,4,1,2,2,1,2,2,2,1,1,1,2,24
16617,3,2,1,1,2,2,2,2,1,1,,1,1,1,29
16618,2,2,0,2,,,,,,,,,,,4
16619,4,2,2,1,1,2,1,2,1,1,,2,2,2,27
16620,4,2,2,2,,,,,,,,,,,25
16621,1,0,1,2,,,,,,,,,,,22
16622,5,3,2,1,2,2,1,2,1,2,1,1,1,1,26
16623,5,2,3,1,1,1,1,1,1,1,,1,1,1,25
16624,5,3,2,1,1,2,1,2,1,1,,1,1,1,15
16625,3,2,1,1,2,2,2,2,1,2,1,1,1,1,29
16626,4,2,2,1,2,1,1,2,1,1,,1,1,1,21
16627,1,0,1,2,,,,,,,,,,,10
16628,3,2,1,2,,,,,,,,,,,22
16629,2,1,1,2,,,,,,,,,,,32
16630,3,2,1,2,,,,,,,,,,,22
16631,2,2,0,2,,,,,,,,,,,10
16632,3,1,2,1,2,1,1,2,1,1,,1,1,4,5
16633,6,2,4,1,2,2,1,2,1,1,,1,2,2,16
16634,2,1,1,2,,,,,,,,,,,14
16635,3,1,2,1,1,2,1,2,1,1,,1,4,4,30
16636,5,3,2,1,1,2,1,2,2,1,,1,1,1,26
16637,3,1,2,1,2,2,1,2,1,1,,1,1,1,8
16638,4,1,3,1,1,1,1,2,1,1,,1,1,1,5
16639,3,1,2,1,2,2,1,2,1,1,,2,2,2,12
16640,4,1,3,1,1,1,1,2,1,1,,2,2,1,6
16641,3,1,2,1,2,2,1,2,1,2,1,2,2,2,30
16642,10,6,4,1,2,1,1,1,1,1,,1,1,2,22
16643,4,3,1,1,2,1,2,2,1,1,,1,1,1,27
16644,3,1,2,2,,,,,,,,,,,6
16645,2,1,1,2,,,,,,,,,,,19
16646,1,1,0,2,,,,,,,,,,,23
16647,4,2,2,1,2,1,1,1,1,1,,2,2,2,6
16648,2,1,1,1,2,2,2,2,2,2,1,1,3,1,17
16649,1,0,1,2,,,,,,,,,,,25
16650,4,3,1,1,1,1,1,1,1,1,,1,2,2,22
16651,6,2,4,1,1,1,1,1,1,1,,1,1,2,21
16652,1,0,1,2,,,,,,,,,,,23
16653,2,1,1,1,2,1,1,2,1,1,,2,2,2,29
16654,2,1,1,2,,,,,,,,,,,31
16655,2,1,1,2,,,,,,,,,,,27
16656,5,3,2,1,2,1,1,2,1,1,,1,1,1,19
16657,2,1,1,1,1,1,1,1,1,1,,1,2,2,14
16658,1,1,0,2,,,,,,,,,,,26
16659,4,2,2,1,2,1,1,2,1,1,,2,2,2,9
16660,4,2,2,1,1,2,1,1,1,1,,4,2,2,23
16661,2,1,1,2,,,,,,,,,,,19
16662,2,1,1,2,,,,,,,,,,,19
16663,6,3,3,1,1,1,1,2,1,1,,1,1,1,9
16664,6,4,2,1,1,1,1,2,1,1,,1,1,1,2
16665,2,1,1,1,2,2,1,2,1,2,2,2,1,1,13
16666,4,2,2,1,1,1,2,2,1,1,,3,2,3,6
16667,3,2,1,1,2,2,2,2,1,1,,1,1,1,23
16668,3,1,2,1,1,1,1,2,1,1,,1,1,2,1
16669,2,1,1,2,,,,,,,,,,,11
16670,3,1,2,2,,,,,,,,,,,9
16671,1,1,0,2,,,,,,,,,,,23
16672,2,1,1,2,,,,,,,,,,,3
16673,4,2,2,1,2,1,1,2,1,1,,1,1,1,23
