FOLIO,N_REN,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_4,PA3_5,PA3_6,PA3_7_1,PA3_7_2,PA3_7_3,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_2,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_6,PB3_7,PB3_8,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,ENT,NIVEL_A,GRADO_A,NIVEL_B,GRADO_B,FACTOR
19403,2,1,15,6,1,1,4,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,5,2,12,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,5,4,3,5,1,1857
19404,4,1,16,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,431
19404,2,2,13,1,1,1,3,1,,3,2,,,1,1,2,1,2,1,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,6,7,2,2,2,2,1,29,3,6,3,1,431
19404,3,2,15,1,1,1,4,1,,2,2,1,2,1,1,2,1,1,1,2,2,1,,1,2,,3,3,,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,6,7,2,2,2,2,1,29,4,1,3,2,431
19404,1,1,6,1,1,1,3,1,,3,2,,,1,2,2,2,2,1,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,15,7,2,2,2,2,1,29,3,1,2,2,431
19406,2,1,14,1,1,1,4,1,,3,1,2,2,1,1,1,2,2,2,2,2,1,,1,2,,3,2,16,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,5,7,1,2,1,2,2,31,4,2,3,3,786
19406,1,1,8,1,1,1,3,1,,1,2,,,1,1,2,1,2,2,2,2,1,,1,2,,2,2,4,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,1,1,2,2,2,31,3,2,2,2,786
19407,2,1,19,10,1,2,6,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,2,2,,8,3,,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,1,2,2,19,6,2,8,1,2320
19407,1,2,17,7,1,2,6,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,2,2,,8,3,,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,9,1,2,2,2,2,19,6,2,8,1,2320
19407,3,1,22,7,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,2320
19410,3,1,13,1,1,1,4,2,4,,,,,,,,,,,,,1,,1,2,,3,1,10,,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,4,7,1,2,1,2,2,31,4,1,3,1,1091
19410,1,1,4,1,2,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,1091
19410,4,1,15,1,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,6,3,,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,8,1,1,1,2,2,31,4,3,6,1,1091
19410,2,2,10,1,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,1,8,,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,7,2,2,1,2,2,31,3,4,2,5,1091
19411,2,2,28,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,1505
19411,1,1,8,6,1,2,3,1,,3,2,,,1,1,1,2,1,2,2,2,1,,2,2,,2,3,,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,8,1,1,1,1,2,21,3,2,2,3,1505
19414,2,1,13,7,1,1,4,1,,3,2,2,2,1,1,2,1,1,1,2,2,1,,1,2,,3,2,8,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,15,2,2,1,2,2,2,5,4,1,3,2,1748
19414,3,2,21,7,1,1,9,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,8,2,8,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,5,9,2,8,3,1748
19414,1,2,10,1,1,1,3,1,,3,2,,,1,2,1,1,1,1,2,2,1,,1,2,,2,2,4,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,15,2,2,1,2,2,2,5,3,3,2,4,1748
19416,3,2,8,1,1,2,3,1,,3,2,,,1,1,1,1,1,2,2,2,1,,2,2,,2,2,18,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,15,7,2,2,2,2,1,26,3,2,2,3,1428
19416,2,2,4,1,1,2,2,1,,4,,,,1,1,1,1,1,2,2,2,1,,2,2,,1,2,18,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,15,7,2,2,2,2,1,26,2,1,1,2,1428
19416,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1428
19419,2,2,5,1,1,1,2,1,,4,,,,2,2,2,2,1,2,1,2,1,,1,2,,1,1,16,,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,10,2,2,1,3,787
19419,1,2,5,1,1,1,2,1,,4,,,,2,2,2,2,1,2,1,2,1,,1,2,,1,1,16,,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,10,2,2,1,3,787
19419,3,2,22,7,1,2,9,1,,3,2,1,2,1,1,1,2,1,2,2,2,1,,2,2,,8,3,,1,9,9,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,1,1,1,2,2,10,9,2,8,3,787
19420,3,2,23,2,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1159
19420,2,1,20,2,1,1,9,1,,3,2,2,2,1,2,2,2,1,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,1,,,1159
19420,1,1,17,2,1,1,6,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,5,3,,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,15,7,2,2,2,2,1,7,6,1,5,2,1159
19421,3,1,18,6,1,1,6,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,5,1,10,,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,29,6,2,5,3,215
19421,1,2,14,6,1,1,4,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,3,1,10,,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,29,4,2,3,3,215
19421,4,1,22,6,1,2,9,1,,3,9,9,9,1,1,2,2,2,2,2,2,1,,2,2,,8,3,,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,29,9,3,8,4,215
19421,2,1,16,6,1,1,6,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,5,1,10,,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,29,6,1,5,2,215
19424,1,2,22,10,1,1,9,1,,3,2,2,2,1,2,2,2,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,4,,,159
19425,2,1,25,2,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,711
19425,1,1,23,2,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,711
19428,2,2,26,1,2,,,,,,,,,,,,,,,,,1,,1,2,,10,3,,1,1,1,9,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,25,,,10,1,881
19428,1,1,11,6,1,1,3,1,,3,1,,,1,1,2,1,2,2,2,2,1,,1,2,,2,2,8,1,1,1,9,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,10,8,1,2,2,2,2,25,3,5,2,6,881
19429,1,2,18,1,1,2,6,2,1,,,,,,,,,,,,,1,,2,2,,5,2,4,1,2,9,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,14,6,2,5,2,2996
19430,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,1027
19431,1,1,3,1,2,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,800
19431,2,1,7,1,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,1,2,2,17,3,1,2,2,800
19432,1,1,22,7,1,1,9,1,,3,1,2,2,1,1,2,1,2,2,2,2,1,,1,2,,8,2,12,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,,,,,,,,,,1,2,2,1,2,13,9,2,8,2,584
19434,1,1,5,1,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,1,1,20,,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,14,2,2,1,3,3863
19434,2,1,6,1,1,1,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,2,,2,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,14,2,3,2,1,3863
19434,5,1,14,1,1,1,4,1,,3,2,2,2,1,1,2,1,1,2,2,2,1,,1,2,,3,1,20,,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,7,2,2,2,2,1,14,4,2,3,3,3863
19434,4,1,13,1,1,1,4,1,,3,2,2,2,1,1,2,1,1,2,2,2,1,,1,2,,3,1,20,,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,7,2,2,2,2,1,14,4,1,3,2,3863
19434,3,1,12,1,1,1,3,1,,3,2,,,1,2,2,1,1,2,2,2,1,,1,2,,3,1,20,,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,7,2,2,2,2,1,14,3,6,3,1,3863
19435,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1012
19435,3,1,27,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1012
19435,2,2,24,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1012
19436,2,2,29,10,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,856
19436,1,2,7,1,1,1,3,1,,3,2,,,1,1,1,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,14,7,2,1,2,2,2,13,3,2,2,3,856
19437,1,1,8,1,1,1,3,2,7,,,,,,,,,,,,,1,,1,2,,2,2,10,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,4,1,2,2,2,2,21,3,2,2,3,1650
19437,2,1,11,1,1,1,3,2,7,,,,,,,,,,,,,1,,1,2,,2,3,,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,4,2,2,2,2,1,21,3,5,2,6,1650
19437,3,1,12,1,1,1,3,2,7,,,,,,,,,,,,,1,,1,2,,3,3,,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,5,4,2,2,2,2,1,21,3,6,3,1,1650
19439,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,159
19440,3,2,16,1,1,1,7,1,,3,1,2,2,1,2,2,2,2,2,2,2,1,,1,2,,6,2,10,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,1,7,1,6,2,1339
19440,2,1,8,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,2,8,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,1,2,1,2,2,1,3,2,2,3,1339
19440,4,2,16,1,1,1,7,1,,3,1,2,2,1,2,1,2,2,2,2,2,1,,1,2,,6,2,10,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,1,7,1,6,2,1339
19440,5,1,20,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1339
19440,1,2,3,1,2,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1339
19441,2,1,13,1,1,1,3,1,,3,2,,,1,1,2,1,2,1,2,2,1,,1,2,,3,3,,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,8,8,2,2,2,2,1,23,3,6,3,1,839
19441,1,2,8,1,1,1,3,1,,3,1,,,1,1,2,1,2,1,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,7,2,2,2,2,1,23,3,2,2,3,839
19441,3,1,23,7,1,1,9,1,,3,2,2,2,1,1,1,1,2,1,2,2,1,,1,2,,8,3,,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,23,9,3,8,4,839
19443,1,2,7,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,12,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,7,7,2,2,2,2,1,32,3,1,2,2,418
19446,2,2,15,2,1,1,4,1,,3,2,2,2,1,1,2,1,2,1,2,2,1,,1,2,,5,2,10,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,23,4,3,5,1,887
19446,1,2,12,2,1,1,3,1,,3,2,,,1,1,2,1,2,1,2,2,1,,1,2,,2,2,10,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,8,7,2,2,2,2,1,23,3,4,2,5,887
19447,2,2,5,4,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,20,,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,8,2,2,2,2,1,19,,,1,3,2571
19447,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,2571
19447,3,2,19,10,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,2571
19449,2,1,21,10,1,2,9,2,1,,,,,,,,,,,,,1,,2,2,,8,1,4,,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,18,9,1,8,1,623
19449,1,1,14,7,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,623
19450,3,1,9,1,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,8,1,2,2,2,2,27,3,2,2,3,1527
19450,1,1,5,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,3,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,8,8,2,2,2,2,1,27,2,1,1,2,1527
19450,2,2,8,1,1,1,3,1,,3,1,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,8,1,2,2,2,2,27,3,1,2,2,1527
19451,2,1,25,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,1388
19451,1,2,19,10,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,1388
19455,2,1,21,7,1,1,8,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,1,12,,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,18,8,2,8,3,342
19455,1,2,9,7,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,1,8,,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,18,3,4,2,5,342
19456,2,2,13,2,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,3,2,10,1,2,2,2,1,1,9,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,7,1,2,1,2,2,32,4,1,3,2,440
19456,1,1,12,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,3,2,10,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,7,1,2,1,2,2,32,3,6,3,1,440
19458,1,1,5,4,2,,,,,,,,,,,,,,,,,1,,1,2,,1,3,,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,10,4,2,2,2,2,1,31,,,1,2,672
19458,4,1,10,4,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,4,2,2,2,2,1,31,3,4,2,5,672
19458,5,2,12,4,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,6,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,6,8,2,2,1,2,2,31,3,5,2,6,672
19458,3,2,6,4,1,1,2,1,,4,,,,2,1,2,2,2,1,2,2,1,,1,2,,2,3,,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,9,1,1,1,2,2,31,2,3,2,1,672
19458,2,1,6,2,1,1,2,1,,4,,,,1,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,10,7,1,2,1,2,2,31,2,3,2,1,672
19462,1,1,12,2,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,3,1,8,,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,8,2,2,2,2,1,6,3,6,3,1,209
19462,2,1,16,2,1,1,6,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,5,2,8,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,8,2,2,2,2,1,6,6,2,5,2,209
19463,1,2,19,2,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,706
19464,1,2,23,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,6258
19467,1,1,19,2,1,1,6,1,,3,2,2,2,1,1,1,2,2,2,2,2,1,,1,2,,5,2,10,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,10,6,3,5,3,403
19467,2,2,25,2,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,403
19469,2,2,24,7,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,996
19469,1,2,18,10,1,1,6,1,,3,2,2,2,1,1,2,1,2,2,2,2,1,,1,2,,8,2,6,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,22,6,3,8,1,996
19469,3,2,25,7,1,1,9,1,,3,2,2,1,1,1,2,2,2,2,2,2,1,,1,2,,8,2,6,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,1,2,2,22,9,3,8,4,996
19470,1,1,26,2,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,426
19471,2,2,22,3,2,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,2550
19471,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,2550
19471,3,1,27,10,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,2550
19472,1,1,11,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,8,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,12,8,1,2,2,2,2,4,3,5,2,6,272
19472,2,2,26,7,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,272
19472,3,1,28,10,1,1,9,1,,3,2,2,2,2,1,2,1,2,2,2,2,1,,1,2,,8,2,20,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,4,9,4,8,5,272
19473,1,2,18,2,1,1,7,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,8,3,,1,2,9,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,14,7,3,8,1,3229
19473,2,1,19,2,1,1,9,1,,3,2,2,2,1,2,1,1,2,2,2,2,1,,1,2,,8,3,,1,9,9,9,1,1,9,1,9,1,1,1,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,14,9,1,8,2,3229
19474,1,1,20,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,5439
19478,2,1,22,8,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,108
19478,1,1,20,8,1,1,9,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,8,1,16,,2,2,2,1,9,9,1,9,2,2,2,1,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,1,2,2,2,2,4,9,2,8,3,108
19482,3,2,27,10,2,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,1290
19482,1,1,4,2,1,1,2,1,,4,,,,1,2,1,1,1,2,2,2,1,,1,2,,1,2,8,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,25,2,1,1,2,1290
19482,2,2,7,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,6,7,2,2,2,2,1,25,3,1,2,2,1290
